Acer Aspire 3 A3..., $436.29, Acer Aspire 3 A315-51, 15.6" HD, Core i3-6006U, 4GB, 1TB, Windows 10 Home 
Lenovo Legion Y7..., $1399.00, Lenovo Legion Y720, 15.6" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 2TB HDD, GeForce GTX 1060 6GB, DOS, RGB backlit keyboard 
Apple iPad Air, $603.99, Wi-Fi, 64GB, Silver 
